symbol,sector,sector_id
RY.TO,Financial Services,0
S.TO,Basic Materials,3
SAM.TO,Basic Materials,3
SAU.TO,Basic Materials,3
SBB.TO,Basic Materials,3
SBC.TO,Financial Services,0
SBI.TO,Basic Materials,3
SBN.TO,Financial Services,0
SBR.TO,Basic Materials,3
SCAD.TO,unkown,7
SCL.TO,Energy,1
SCR.TO,Communication Services,11
SCY.TO,Basic Materials,3
SEA.TO,Basic Materials,3
SEC.TO,Financial Services,0
SES.TO,Energy,1
SFC.TO,Financial Services,0
SFD.TO,Energy,1
SFIX.TO,unkown,7
SGQ.TO,Energy,1
SGY.TO,Energy,1
SHLE.TO,Energy,1
SHOP.TO,Technology,2
SIA.TO,Healthcare,5
SID.TO,unkown,7
SII.TO,Financial Services,0
SIL.TO,Basic Materials,3
SINT.TO,unkown,7
SIS.TO,Industrials,4
SJ.TO,Basic Materials,3
SKE.TO,Basic Materials,3
SLF.TO,Financial Services,0
SLR.TO,Basic Materials,3
SLS.TO,Basic Materials,3
SMC.TO,Basic Materials,3
SMT.TO,Basic Materials,3
SNC.TO,Industrials,4
SOLG.TO,Basic Materials,3
SOP.TO,Basic Materials,3
SOY.TO,Consumer Defensive,8
SPB.TO,Utilities,10
SPG.TO,Utilities,10
SPPP.TO,unkown,7
SRHI.TO,Basic Materials,3
SRX.TO,Energy,1
SSL.TO,Basic Materials,3
SSRM.TO,Basic Materials,3
STEP.TO,Energy,1
STGO.TO,Basic Materials,3
STLC.TO,Basic Materials,3
STN.TO,Industrials,4
STPL.TO,unkown,7
SU.TO,Energy,1
SUSA.TO,unkown,7
SVB.TO,Basic Materials,3
SVM.TO,Basic Materials,3
SVR.TO,unkown,7
SW.TO,Technology,2
SWH.TO,Consumer Cyclical,6
SWP.TO,Consumer Defensive,8
SXI.TO,Utilities,10
SXP.TO,Consumer Cyclical,6
SYLD.TO,unkown,7
SZLS.TO,Healthcare,5
T.TO,Communication Services,11
TA.TO,Utilities,10
TBL.TO,Consumer Cyclical,6
TC.TO,Technology,2
TCLB.TO,unkown,7
TCLV.TO,unkown,7
TCN.TO,Real Estate,9
TCS.TO,Technology,2
TCSB.TO,unkown,7
TCW.TO,Energy,1
TD.TO,Financial Services,0
TDB.TO,unkown,7
TEC.TO,unkown,7
TERM.TO,unkown,7
TEV.TO,Energy,1
TF.TO,Financial Services,0
TFII.TO,Industrials,4
TGFI.TO,unkown,7
TGGR.TO,unkown,7
TGL.TO,Energy,1
TGO.TO,Communication Services,11
TGOD.TO,Healthcare,5
TGRE.TO,unkown,7
TGZ.TO,Basic Materials,3
TH.TO,Healthcare,5
The.TO,unkown,7
THU.TO,unkown,7
TI.TO,Basic Materials,3
TIH.TO,Industrials,4
TILV.TO,unkown,7
TINF.TO,unkown,7
TIXT.TO,Technology,2
TKO.TO,Basic Materials,3
TLF.TO,unkown,7
TLG.TO,Basic Materials,3
TLO.TO,Basic Materials,3
TLV.TO,unkown,7
TMD.TO,Healthcare,5
TMEC.TO,unkown,7
TMEI.TO,unkown,7
TMEU.TO,unkown,7
TML.TO,Basic Materials,3
TMQ.TO,Basic Materials,3
TMR.TO,,12
TNX.TO,Basic Materials,3
TOCA.TO,unkown,7
TOCC.TO,unkown,7
TOCM.TO,unkown,7
TOG.TO,unkown,7
TOT.TO,Energy,1
TOU.TO,Energy,1
TOY.TO,Consumer Cyclical,6
TPAY.TO,unkown,7
TPE.TO,unkown,7
TPRF.TO,unkown,7
TPU.TO,unkown,7
TPZ.TO,Energy,1
TQCD.TO,unkown,7
TQGD.TO,unkown,7
TQGM.TO,unkown,7
TQSM.TO,unkown,7
TRI.TO,Industrials,4
TRIL.TO,Healthcare,5
TRL.TO,Communication Services,11
TRP.TO,Energy,1
TRQ.TO,Basic Materials,3
TRVL.TO,unkown,7
TRZ.TO,Consumer Cyclical,6
TSK.TO,Basic Materials,3
TSL.TO,Basic Materials,3
TSU.TO,Financial Services,0
TTP.TO,unkown,7
TUED.TO,unkown,7
TUHY.TO,unkown,7
TULB.TO,unkown,7
TULV.TO,unkown,7
TUSB.TO,unkown,7
TV.TO,Basic Materials,3
TVE.TO,Energy,1
TVK.TO,Energy,1
TWC.TO,Consumer Cyclical,6
TWM.TO,Energy,1
TXF.TO,unkown,7
TXG.TO,Basic Materials,3
TXP.TO,Energy,1
TZS.TO,Financial Services,0
U.TO,Energy,1
UDA.TO,unkown,7
UDIV.TO,unkown,7
UEX.TO,Basic Materials,3
UFS.TO,Basic Materials,3
UMI.TO,unkown,7
UNC.TO,Financial Services,0
UNI.TO,Consumer Cyclical,6
UNS.TO,Consumer Cyclical,6
URB.TO,Financial Services,0
URE.TO,Energy,1
USA.TO,Basic Materials,3
USB.TO,unkown,7
UXM.TO,unkown,7
VA.TO,unkown,7
VAB.TO,unkown,7
VB.TO,Financial Services,0
VBAL.TO,unkown,7
VBG.TO,unkown,7
VBU.TO,unkown,7
VCB.TO,unkown,7
VCE.TO,unkown,7
VCIP.TO,unkown,7
VCM.TO,Technology,2
VCN.TO,unkown,7
VCNS.TO,unkown,7
VDU.TO,unkown,7
VDY.TO,unkown,7
VE.TO,unkown,7
VEE.TO,unkown,7
VEF.TO,unkown,7
VEQT.TO,unkown,7
VET.TO,Energy,1
VFF.TO,Consumer Defensive,8
VFV.TO,unkown,7
VGAB.TO,unkown,7
VGCX.TO,Basic Materials,3
VGG.TO,unkown,7
VGH.TO,unkown,7
VGRO.TO,unkown,7
VGV.TO,unkown,7
VGZ.TO,Basic Materials,3
VI.TO,unkown,7
VIDY.TO,unkown,7
VII.TO,Energy,1
VIU.TO,unkown,7
VIVO.TO,Healthcare,5
VLB.TO,unkown,7
VLE.TO,Energy,1
VLN.TO,Industrials,4
VLNS.TO,unkown,7
VMD.TO,Healthcare,5
VMO.TO,unkown,7
VNP.TO,Basic Materials,3
VQS.TO,Technology,2
VRE.TO,unkown,7
VRIF.TO,unkown,7
VSB.TO,unkown,7
VSC.TO,unkown,7
VSP.TO,unkown,7
VUN.TO,unkown,7
VUS.TO,unkown,7
VVL.TO,unkown,7
VVO.TO,unkown,7
VXC.TO,unkown,7
VXM.TO,unkown,7
WBR.TO,Consumer Defensive,8
WCN.TO,Industrials,4
WCP.TO,Energy,1
WDO.TO,Basic Materials,3
WEED.TO,Healthcare,5
WEF.TO,Basic Materials,3
WELL.TO,Healthcare,5
WFC.TO,Real Estate,9
WFG.TO,Basic Materials,3
WFS.TO,Financial,13
WFT.TO,unkown,7
WILD.TO,Communication Services,11
WJX.TO,Industrials,4
WLLW.TO,Healthcare,5
WM.TO,Basic Materials,3
WN.TO,Consumer Defensive,8
WOMN.TO,unkown,7
WPK.TO,Consumer Cyclical,6
WPM.TO,Basic Materials,3
WPRT.TO,Consumer Cyclical,6
WRG.TO,Energy,1
WRN.TO,Basic Materials,3
WRX.TO,Basic Materials,3
WSP.TO,Industrials,4
WSRD.TO,unkown,7
WSRI.TO,unkown,7
WTE.TO,Industrials,4
WXM.TO,unkown,7
X.TO,Financial Services,0
XAM.TO,Basic Materials,3
XAU.TO,Financial Services,0
XAW.TO,unkown,7
XBAL.TO,unkown,7
XBB.TO,unkown,7
XBC.TO,Industrials,4
XBM.TO,unkown,7
XCB.TO,unkown,7
XCD.TO,unkown,7
XCG.TO,unkown,7
XCH.TO,unkown,7
XCNS.TO,unkown,7
XCS.TO,unkown,7
XCSR.TO,unkown,7
XCT.TO,Technology,2
XCV.TO,unkown,7
XDG.TO,unkown,7
XDGH.TO,unkown,7
XDIV.TO,unkown,7
XDSR.TO,unkown,7
XDU.TO,unkown,7
XDUH.TO,unkown,7
XDV.TO,unkown,7
XEB.TO,unkown,7
XEC.TO,unkown,7
XEF.TO,unkown,7
XEG.TO,unkown,7
XEH.TO,unkown,7
XEI.TO,unkown,7
XEM.TO,unkown,7
XEN.TO,unkown,7
XEQT.TO,unkown,7
XESG.TO,unkown,7
XEU.TO,unkown,7
XFA.TO,unkown,7
XFC.TO,unkown,7
XFF.TO,unkown,7
XFH.TO,unkown,7
XFI.TO,unkown,7
XFN.TO,unkown,7
XFR.TO,unkown,7
XFS.TO,unkown,7
XGB.TO,unkown,7
XGD.TO,unkown,7
XGI.TO,unkown,7
XGRO.TO,unkown,7
XHB.TO,unkown,7
XHC.TO,unkown,7
XHD.TO,unkown,7
XHU.TO,unkown,7
XHY.TO,unkown,7
XIC.TO,unkown,7
XID.TO,unkown,7
XIG.TO,unkown,7
XINC.TO,unkown,7
XIT.TO,unkown,7
XIU.TO,unkown,7
XLB.TO,unkown,7
XMA.TO,unkown,7
XMC.TO,unkown,7
XMH.TO,unkown,7
XMI.TO,unkown,7
XML.TO,unkown,7
XMM.TO,unkown,7
XMS.TO,unkown,7
XMTM.TO,unkown,7
XMU.TO,unkown,7
XMV.TO,unkown,7
XMW.TO,unkown,7
XMY.TO,unkown,7
XPF.TO,unkown,7
XQB.TO,unkown,7
XQLT.TO,unkown,7
XQQ.TO,unkown,7
XRB.TO,unkown,7
XRE.TO,unkown,7
XSAB.TO,unkown,7
XSB.TO,unkown,7
XSC.TO,unkown,7
XSE.TO,unkown,7
XSEA.TO,unkown,7
XSEM.TO,unkown,7
XSH.TO,unkown,7
XSI.TO,unkown,7
XSMC.TO,unkown,7
XSMH.TO,unkown,7
XSP.TO,unkown,7
XSQ.TO,unkown,7
XST.TO,unkown,7
XSTB.TO,unkown,7
XSU.TO,unkown,7
XSUS.TO,unkown,7
XTC.TO,Consumer Cyclical,6
XTD.TO,Financial Services,0
XTG.TO,Basic Materials,3
XTR.TO,unkown,7
XUH.TO,unkown,7
XUS.TO,unkown,7
XUSR.TO,unkown,7
XUT.TO,unkown,7
XUU.TO,unkown,7
XVLU.TO,unkown,7
XWD.TO,unkown,7
XXM.TO,unkown,7
Y.TO,Communication Services,11
YCM.TO,Financial Services,0
YGR.TO,Energy,1
YRB.TO,Basic Materials,3
YRI.TO,Basic Materials,3
YXM.TO,unkown,7
ZAG.TO,unkown,7
ZAUT.TO,unkown,7
ZBAL.TO,unkown,7
ZBBB.TO,unkown,7
ZBK.TO,unkown,7
ZCB.TO,unkown,7
ZCH.TO,unkown,7
ZCLN.TO,unkown,7
ZCM.TO,unkown,7
ZCN.TO,unkown,7
ZCON.TO,unkown,7
ZCPB.TO,unkown,7
ZCS.TO,unkown,7
ZDB.TO,unkown,7
ZDH.TO,unkown,7
ZDI.TO,unkown,7
ZDJ.TO,unkown,7
ZDM.TO,unkown,7
ZDV.TO,unkown,7
ZDY.TO,unkown,7
ZEA.TO,unkown,7
ZEB.TO,unkown,7
ZEF.TO,unkown,7
ZEM.TO,unkown,7
ZENA.TO,Healthcare,5
ZEO.TO,unkown,7
ZEQ.TO,unkown,7
ZESG.TO,unkown,7
ZFC.TO,unkown,7
ZFH.TO,unkown,7
ZFIN.TO,unkown,7
ZFL.TO,unkown,7
ZFM.TO,unkown,7
ZFN.TO,unkown,7
ZFS.TO,unkown,7
ZGB.TO,unkown,7
ZGD.TO,unkown,7
ZGEN.TO,unkown,7
ZGI.TO,unkown,7
ZGQ.TO,unkown,7
ZGRO.TO,unkown,7
ZGSB.TO,unkown,7
ZHP.TO,unkown,7
ZHU.TO,unkown,7
ZHY.TO,unkown,7
ZIC.TO,unkown,7
ZID.TO,unkown,7
ZIN.TO,unkown,7
ZINN.TO,unkown,7
ZINT.TO,unkown,7
ZJG.TO,unkown,7
ZJK.TO,unkown,7
ZLB.TO,unkown,7
ZLC.TO,unkown,7
ZLD.TO,unkown,7
ZLE.TO,unkown,7
ZLH.TO,unkown,7
ZLI.TO,unkown,7
ZLU.TO,unkown,7
ZMBS.TO,unkown,7
ZMI.TO,unkown,7
ZMID.TO,unkown,7
ZMP.TO,unkown,7
ZMSB.TO,unkown,7
ZMT.TO,unkown,7
ZMU.TO,unkown,7
ZNQ.TO,unkown,7
ZPAY.TO,unkown,7
ZPH.TO,unkown,7
ZPL.TO,unkown,7
ZPR.TO,unkown,7
ZPS.TO,unkown,7
ZPW.TO,unkown,7
ZQB.TO,unkown,7
ZQQ.TO,unkown,7
ZRE.TO,unkown,7
ZRR.TO,unkown,7
ZSB.TO,unkown,7
ZSML.TO,unkown,7
ZSP.TO,unkown,7
ZST.TO,unkown,7
ZSU.TO,unkown,7
ZTIP.TO,unkown,7
ZUB.TO,unkown,7
ZUD.TO,unkown,7
ZUE.TO,unkown,7
ZUH.TO,unkown,7
ZUP.TO,unkown,7
ZUQ.TO,unkown,7
ZUT.TO,unkown,7
ZVC.TO,unkown,7
ZVU.TO,unkown,7
ZWA.TO,unkown,7
ZWB.TO,unkown,7
ZWC.TO,unkown,7
ZWE.TO,unkown,7
ZWG.TO,unkown,7
ZWH.TO,unkown,7
ZWK.TO,unkown,7
ZWP.TO,unkown,7
ZWS.TO,unkown,7
ZWT.TO,unkown,7
ZWU.TO,unkown,7
ZXM.TO,unkown,7
ZZZ.TO,Consumer Cyclical,6
ZZZD.TO,unkown,7
